close,high,low,open,volume,daily_volatility,daily_movement,ticker,^VIX,^IXIC,^IRX,^FVX,^TNX,^TYX,CL=F,DX-Y.NYB,VIX_pct_change,VIX_lag1,VIX_lag2,Date,M1SL,M2SL,CPIAUCSL,PAYEMS,UMCSENT,Close_MA5,Close_MA10,Close_MA20,Close_MA50,Close_MA200,RSI14,ROC_5d,daily_price_direction,obv,cum_price_volume,cum_volume,VWAP,VWAP_deviation,CLV,relative_strength_nasdaq,relative_strength_nasdaq_norm,close_norm,^IXIC_norm
2058.199951171875,2072.360107421875,2046.0400390625,2058.89990234375,2708700000,26.320068359375,-0.699951171875,^GSPC,17.790000915527344,4726.81005859375,0.014999999664723873,1.6180000305175781,2.122999906539917,2.697000026702881,52.689998626708984,91.08000183105469,,,,2015-01-02,2955.6,11788.8,234.747,140568.0,98.1,2058.199951171875,2058.199951171875,2058.199951171875,2058.199951171875,2058.199951171875,,,0.0,0.0,5575046207739.258,2708700000,2058.199951171875,0.0,0.46200153978869646,0.43543106781493984,0.0,0.0,0.0
2020.5799560546875,2054.43994140625,2017.3399658203125,2054.43994140625,3799120000,37.0999755859375,-33.8599853515625,^GSPC,19.920000076293945,4652.56982421875,0.003000000026077032,1.5679999589920044,2.0390000343322754,2.6050000190734863,50.040000915527344,91.37999725341797,0.11973013216134865,17.790000915527344,,2015-01-05,2955.6,11788.8,234.747,140568.0,98.1,2039.3899536132812,2039.3899536132812,2039.3899536132812,2039.3899536132812,2039.3899536132812,0.0,,-1.0,-3799120000.0,13251471930385.742,6507820000,2036.238238056022,-0.7689808446129257,0.08733133063308798,0.4342933115235899,-0.002612942381579164,-0.018278105145113743,-0.015706202164824656
2002.6099853515625,2030.25,1992.43994140625,2022.1500244140625,4460110000,37.81005859375,-19.5400390625,^GSPC,21.1200008392334,4592.740234375,0.019999999552965164,1.4930000305175781,1.9630000591278076,2.5230000019073486,47.93000030517578,91.5,0.06024100192487092,19.920000076293945,17.790000915527344,2015-01-06,2955.6,11788.8,234.747,140568.0,98.1,2027.1299641927083,2027.1299641927083,2027.1299641927083,2027.1299641927083,2027.1299641927083,0.0,,-1.0,-8259230000.0,22183332752152.1,10967930000,2022.563305213664,-0.9865362340287146,0.2689772066894815,0.4360381565590736,0.0013942246867688635,-0.02700902105680325,-0.028363700372304845
2025.9000244140625,2029.6099853515625,2005.550048828125,2005.550048828125,3805480000,24.0599365234375,20.3499755859375,^GSPC,19.309999465942383,4650.47021484375,0.019999999552965164,1.4730000495910645,1.9539999961853027,2.515000104904175,48.650001525878906,91.88999938964844,-0.08570081919356187,21.1200008392334,19.920000076293945,2015-01-07,2955.6,11788.8,234.747,140568.0,98.1,2026.8224792480469,2026.8224792480469,2026.8224792480469,2026.8224792480469,2026.8224792480469,9.286670260886382,,1.0,-4453750000.0,29892854777059.33,14773410000,2023.4228101067613,0.12242692406786232,0.845803377997859,0.43563337271737157,0.00046460833271932955,-0.01569328905066869,-0.016150393775863137
2062.139892578125,2064.080078125,2030.6099853515625,2030.6099853515625,3934010000,33.4700927734375,31.5299072265625,^GSPC,17.010000228881836,4736.18994140625,0.017999999225139618,1.496000051498413,2.0160000324249268,2.5929999351501465,48.790000915527344,92.37000274658203,-0.11910923359252923,19.309999465942383,21.1200008392334,2015-01-08,2955.6,11788.8,234.747,140568.0,98.1,2033.8859619140626,2033.8859619140626,2033.8859619140626,2033.8859619140626,2033.8859619140626,22.250208611152914,,1.0,-519740000.0,38005333735860.59,18707420000,2031.5646805310723,1.5050080531553636,0.942032262652861,0.4354005895223541,-6.999567747578705e-05,0.0019142656203090525,0.0019844001972211256
2044.81005859375,2064.429931640625,2038.3299560546875,2063.449951171875,3364140000,26.0999755859375,-18.639892578125,^GSPC,17.549999237060547,4704.06982421875,0.014999999664723873,1.4429999589920044,1.9709999561309814,2.555999994277954,48.36000061035156,91.94000244140625,0.03174597301073678,17.010000228881836,19.309999465942383,2015-01-09,2955.6,11788.8,234.747,140568.0,98.1,2031.2079833984376,2035.7066446940105,2035.7066446940105,2035.7066446940105,2035.7066446940105,20.623983368471144,-0.6505632540949824,-1.0,-3883880000.0,44884361046378.17,22071560000,2033.5835367494717,0.5520560941510686,0.24828002301097699,0.43468956350650073,-0.0017029200790841248,-0.006505632540949824,-0.004810905048671543
2028.260009765625,2049.300048828125,2022.5799560546875,2046.1300048828125,3456460000,26.7200927734375,-17.8699951171875,^GSPC,19.600000381469727,4664.7099609375,0.013000000268220901,1.3880000114440918,1.9119999408721924,2.492000102996826,46.06999969482422,91.9800033569336,0.11680918709558497,17.549999237060547,17.010000228881836,2015-01-12,2955.6,11788.8,234.747,140568.0,98.1,2032.743994140625,2034.6428397042412,2034.6428397042412,2034.6428397042412,2034.6428397042412,19.08677759233821,0.38009155183016397,-1.0,-7340340000.0,51894960639732.664,25528020000,2032.8627382669185,-0.22641609857129438,0.21257612236227164,0.4348094579835337,-0.0014275734492843473,-0.014546663160303286,-0.013137844949649868
2023.030029296875,2056.929931640625,2008.25,2031.5799560546875,4107300000,48.679931640625,-8.5499267578125,^GSPC,20.559999465942383,4661.5,0.023000000044703484,1.3589999675750732,1.8899999856948853,2.4820001125335693,45.88999938964844,92.30999755859375,0.04897954417287975,19.600000381469727,17.549999237060547,2015-01-13,2955.6,11788.8,234.747,140568.0,98.1,2036.8280029296875,2033.1912384033203,2033.1912384033203,2033.1912384033203,2033.1912384033203,18.581773028217043,1.0196715333828488,-1.0,-11447640000.0,60204151879063.72,29635320000,2031.499976347943,-0.41693069897517276,0.3036164760046742,0.43398692036830955,-0.0033165925754384817,-0.017087709022136188,-0.013816941612665556
2011.27001953125,2018.4000244140625,1988.43994140625,2018.4000244140625,4378680000,29.9600830078125,-7.1300048828125,^GSPC,21.479999542236328,4639.31982421875,0.02500000037252903,1.3029999732971191,1.8370000123977661,2.4509999752044678,48.47999954223633,92.16000366210938,0.04474708658518822,20.559999465942383,19.600000381469727,2015-01-14,2955.6,11788.8,234.747,140568.0,98.1,2033.902001953125,2030.7555474175347,2030.7555474175347,2030.7555474175347,2030.7555474175347,17.388138679968222,-0.7221484133721701,-1.0,-15826320000.0,69010859688184.81,34014000000,2028.8957396420537,-0.8687346405445823,0.7620165177461874,0.4335269168190927,-0.004373025116013118,-0.022801444346505106,-0.018509361131601842
1992.6700439453125,2021.3499755859375,1991.469970703125,2013.75,4276720000,29.8800048828125,-21.0799560546875,^GSPC,22.389999389648438,4570.81982421875,0.023000000044703484,1.2239999771118164,1.774999976158142,2.4110000133514404,46.25,92.3499984741211,0.04236498448814063,21.479999542236328,20.559999465942383,2015-01-15,2955.6,11788.8,234.747,140568.0,98.1,2020.0080322265626,2026.9469970703126,2026.9469970703126,2026.9469970703126,2026.9469970703126,15.563623536113269,-3.3688232734763734,-1.0,-20103040000.0,77532951518526.61,38290720000,2024.8496637965181,-1.5892350146563496,0.040163087218161836,0.43595462533592694,0.0012023889880306005,-0.03183845534018781,-0.033001164091922
